code,short_name,academic_year,issue
N18,福營,112,形近字判讀更正：先前依「左側偏旁為月、非貝」判為「膡」，此判準無效——「賸」字形為朕＋貝（月＋关＋貝），左偏旁本即為「月」、「貝」在右側，以左側偏旁無法分辨「賸」與「膡」。已在 N24 佳林 110 p13 與 N33 淡海 113 p14 以 12 倍放大重驗，該字右下具「貝」之分叉兩腳（「膡」為月＋朕，會有兩個月且無貝）；所引法源非營利幼兒園實施辦法第三十四條用字亦為「賸餘款」。本份原文已更正為「賸」。
N18,福營,112,本報告不使用guide預期的獨立『附註三』『附註五』標題；『其他收入及其他支出』實際列於『三、重要會計項目說明(四)收支明細表7.』（第20-21頁），『關係人交易』則為獨立的『五、關係人交易』（第22頁，與guide預期一致）。已透過收支餘絀表『附註』欄代號（其他收入/其他支出→三；行政管理費→二、五）交叉核對，確認對應位置無誤，非猜測。
N18,福營,112,"note_1(八)另揭露『4年核定總營運成本(由家長與政府共同分攤)：52,582,705元。(扣除前期餘絀處理之晉薪人事費計50,543,731元)』，括號內文字與主數字之精確運算關係從原文本身無法唯一確定（究竟52,582,705是否已淨額扣除50,543,731，或兩者為並列說明），因非schema必填欄位故未強行納入結構化欄位，僅記錄於此供分析時參考原文（第10頁）。"
N18,福營,112,資產負債表、收支餘絀表、淨值變動表、現金流量表、附表一（功能別收支餘絀表）、附表二（經費流用及勻支檢查表）、附表三（各學年收支預決算比較表）之間所有可交叉驗算的金額（流動資產合計、資產總計、負債及餘絀總計、收入合計、支出合計、本期稅前/稅後餘絀、期末現金餘額、業務發展準備金、資遣費準備金、代管財產、購置財產等）經逐項驗算全部相符，未發現其他不一致。
N18,福營,112,本報告實際渲染頁面僅提供至第16頁（p16.png），但PDF原檔共41頁，附註二末段（三、重要會計項目說明起）、附註三對應內容、附註五（關係人交易）等必抽項目皆在第17頁之後；本次已自原始PDF（data/raw/資料集/非營利園財報/112學年度/N18福營_112學年度財務報告.pdf）另行以200dpi渲染第17–41頁至私有工作目錄以完成抽取，渲染範圍已覆蓋至文件結尾（第41頁，附表五：到園檢查表/自評表）。
N18,福營,113,"【文件本身不一致，非判讀誤差】p08 淨值變動表「113 學年度餘絀」列：本期餘絀欄印 922,795，合計欄印 922,796，相差 1 元（該列累積餘絀欄為破折號，合計欄應為 922,795）。同表末列「114 年 7 月 31 日餘額」為 2,376,623／922,795／3,299,418 三欄一致且正確，故研判為該列合計欄之 1 元排印誤差。資產負債表本期餘絀與收支餘絀表本期稅後餘絀均為 922,795，本檔採 922,795。"
N18,福營,113,"收支餘絀表無單一「本期餘絀」列，印為「本期稅前餘絀」、「所得稅費用」（本期預算數與決算數均為破折號）、「本期稅後餘絀」三列，已照抄未合併。本期稅後餘絀決算 922,795 與資產負債表本期餘絀相符。"
N18,福營,113,收入合計、支出合計、本期稅前餘絀、所得稅費用、本期稅後餘絀各列未印執行率，故 execution_pct 為 null（非 0）。
N18,福營,113,"【稽查發現：未編列預算之決算支出】業務發展費 634,865、延長照顧服務支出 184,275、其他支出 3,698,664 之預算數欄均印為破折號（未編列預算），合計 4,517,804 元決算支出無對應預算；上述三列 budget 與 execution_pct 均為 null（非 0）。收入面除教保費收入外（教保費收入減項、延長照顧服務收入淨額、利息收入、其他收入）亦均未編列預算。"
N18,福營,113,"其他收入決算 3,698,664 與其他支出決算 3,698,664 金額完全相同，延長照顧服務收入淨額 184,275 與延長照顧服務支出 184,275 亦完全相同，屬互抵之代收代付性質；扣除該兩組互抵項後收入合計為 13,893,772、支出合計為 12,970,977，餘絀不變。其他收入／其他支出佔收入合計約 21%，金額性質未於附註一、二說明，建議人工查核其內容。"
N18,福營,113,"維護費決算 155,288 超出預算 143,000（超支 12,288 元、執行率 109%），為本表唯一超出預算之支出科目。業務費執行率 62%、雜支執行率 29%，執行明顯不足。"
N18,福營,113,"各對應準備金／準備科目資產面與負債面完全相符，與附註二(四)(五)(六) 之規定一致，無不一致：業務發展準備金／業務發展準備 3,419,549（上期 2,784,684，增加 634,865，恰等於本期業務發展費決算數 634,865）；資遣費準備金／資遣費準備 192,475（上期 135,817）；代管財產／應付代管財產 651,549；購置財產／應付購置財產 524,840。"
N18,福營,113,"資產負債表非流動資產「存出保證金」本期欄印為破折號（空白，故非 0 而係無餘額），前期欄為 5,000；p09 現金流量表印有「存出保證金減少 5,000」可交叉證實係本期全數收回，非漏抄。此欄位不在擷取清單內，僅備註。"
N18,福營,113,附註一(六) 印為「核定及實際招收總人數：分別為 112 名及 110 名」，核定與實際分別列示（非合併陳述），故 approved_capacity=112、actual_enrolment=110。實際招收較核定少 2 名。
N18,福營,113,p05 資產負債表、p06 收支餘絀表、p08 淨值變動表、p09 現金流量表之標題與欄位標頭有紅色關防覆蓋；已以紅色通道分離（取 R 通道後二值化）並以 3–4 倍放大裁切逐格複核，全部文字與數字均可判讀，無不可辨識或需猜測之項目。
N18,福營,113,"已完成之交叉驗算全部通過：流動資產合計 7,551,702＝7,478,653+46,236+12,626+14,187；非流動資產合計 4,788,413；資產總計 12,340,115＝7,551,702+4,788,413＝負債總額 9,040,697+餘絀總額 3,299,418；餘絀總額 3,299,418＝2,376,623+922,795；流動負債合計 4,252,284＝97,258+1,716,503+2,435,460+3,063；收入合計與支出合計之決算數與預算數均等於各科目之和；各科目執行率與決算數／預算數四捨五入一致；p09 現金流量表期末現金 7,478,653 等於資產負債表現金及銀行存款，期初現金 6,649,792 等於前期欄；累積餘絀 2,376,623 等於前期餘絀總額 2,376,623。"
N19,中園,110,"附註五(關係人交易)揭露支付予受託法人財團法人成長文教基金會之行政管理費為71,551元（110.8.1~111.7.31）及94,209元（109.8.1~110.7.31）；而收支餘絀表列示之行政管理費決算數兩期均為170,983元。同一份報告內，本期差額99,432元（170,983-71,551），比較期差額76,774元（170,983-94,209）。附註五之其他應付款期末餘額（111年7月31日71,551元／110年7月31日94,209元）與附註五揭露之行政管理費金額相同，即該筆金額於兩個資產負債表日均為全額未付狀態。僅照實記錄兩表數字對照，不做合規判斷。"
N19,中園,110,"資遣費準備金於111年7月31日資產面（附註三(二)1「提撥資遣費準備金餘額」表，即資產負債表非流動資產之資遣費準備金）為130,950元，與資產負債表非流動負債之資遣費準備／附註三(二)1期初期末餘額表（期初102,640＋本期提列56,589＝期末159,229）所示159,229元不一致，差額28,279元。附註二(四)敘明「基金數額應與非流動負債數額相符」。比較欄110年7月31日資產面與負債面均為102,640元，無差額。僅照實記錄資產負債表本身兩欄數字，不做合規判斷。"
N19,中園,110,note_3對應內容之彙總表位於N19-19（三、重要會計項目說明(四)收支明細表6.其他收入及其他支出），逐項明細則列於N19-20；已依收支餘絀表附註欄標示之「三」代號確認對應關係無誤。
N19,中園,111,"資產負債表(p05)之關防紅印覆蓋當期(112/7/31)欄上半部（現金及銀行存款、應收帳款淨額、其他應收款、預付款項、流動資產合計）；以紅色通道(R channel)分離後全部清晰可讀，並經現金流量表(p09)期末現金餘額 6,714,729 及流動資產加總 7,063,528 交叉驗證。"
N19,中園,111,收支餘絀表(p06)之關防紅印覆蓋教保費收入至延後托育收入淨額之預算數/決算數欄；R channel 分離後清晰可讀，預算數欄該三列均為破折號（空白）。
N19,中園,111,"收支餘絀表收入類除教保費收入外，預算數均為空白（未編列預算）：教保費收入減項、延後托育收入淨額、利息收入、其他收入；支出類業務發展費、延後托育支出、其他支出亦無編列預算，惟決算數分別為 980,000、347,430、3,632,518 — 屬未編列預算而有支出之情形，已依規則以 null 表示，非 0。"
N19,中園,111,所得稅費用預算數與決算數均為破折號（空白），以 null 表示。
N19,中園,111,"流動負債合計 5,189,169 前方有一筆非數字之手寫/掃描雜痕，經 R channel 放大確認數字為 5,189,169。"
N19,中園,111,"資遣費準備金（資產 217,841）與資遣費準備（負債 217,841）相符；比較期(111/7/31)兩者為 130,950 與 159,229 不相符，惟非本期查核範圍。"
N19,中園,111,"附註五(關係人交易)揭露支付予受託法人財團法人成長文教基金會之行政管理費為121,821元（111.8.1~112.7.31，本期）；收支餘絀表列示之行政管理費決算數為170,983元，差額49,162元（170,983-121,821）。附註五之其他應付款期末餘額（112年7月31日121,821元／111年7月31日71,551元，比較期）與附註五揭露之行政管理費金額相同，即該筆金額於兩個資產負債表日均為全額未付狀態。此為附註五「揭露數＝年末應付受託法人餘額」模式（見110、112、113學年度同一發現）之111學年度缺格，數值121,821與112學年度報告比較欄所載111學年度數字一致。僅照實記錄兩表數字對照，不做合規判斷。"
N19,中園,112,資料集缺頁：共用暫存目錄 data/interim/pages/112/N19_中園/ 原僅有 p04–p16（13頁），但該報告PDF實際共38頁，財務報表附註（一般概況、重大會計政策、重要會計項目說明、關係人交易等）延伸至p23。若只依賴原有p04–p16會漏掉附註三（其他收入/其他支出組成，p20-21）與附註五（關係人交易，p22）。本次抽取已自行從原始PDF（data/raw/資料集/非營利園財報/112學年度/N19中園_112學年度財務報告.pdf）以200dpi補render p17–p38至私有工作目錄完成抽取，但建議管線補產生完整頁面到共用interim目錄，避免下次抽取又漏抓。
N19,中園,112,"資產負債表（p05）113年7月31日欄的「其他應收款」列被紅色關防印章完全覆蓋，原始判讀易誤讀。以R/max-RGB色彩通道分離放大確認該格為破折號「-」（空白，非0），比較欄（112年7月31日）則為12,486。已依規則填null。流動資產合計7,865,356與現金7,829,100+應收帳款21,054+預付款項15,202加總一致，驗證其他應收款確實為null而非漏抄。"
N19,中園,112,"附註五揭露之「行政管理費」112.8.1~113.7.31為221,908元，與收支餘絀表列示之行政管理費決算數325,932元不同（差104,024元）。已比對確認附註五揭露數對應的是「年末應付受託法人（財團法人成長文教基金會）餘額」——附註五『2.其他應付款』表列113年7月31日應付該法人款項亦為221,908元，兩者完全相等，故本報告內部無矛盾，僅是揭露口徑不同（餘額 vs 全年費用），與全語料庫已知模式一致，非本園特有異常。"
N19,中園,112,"附註一(八)『4年核定總營運成本69,314,122元（扣除前期餘絀處理之晉薪人事費計67,289,607元）』的括號說明語意不易判讀（不確定67,289,607元是69,314,122元的一部分或另一並列數字），已逐字轉錄於note_2前段之前的note_1，未強加解釋。"
N19,中園,113,"本表無『本期餘絀』單一列：收支餘絀表分為『本期稅前餘絀』／『所得稅費用』／『本期稅後餘絀』三列，已依規範逐列照抄，未合併。資產負債表的『本期餘絀』(295,085) 與收支餘絀表的『本期稅後餘絀』(295,085) 一致。"
N19,中園,113,"『業務發展費』決算數 3,580,000 元，預算數為空白（未編列預算），為本學年度最大的無預算支出；若排除此筆，本期為餘 3,284,915 元，正是此筆提列使本期由餘轉絀 (295,085)。金額與資產負債表『業務發展準備金』／『業務發展準備』由 5,492,000 增至 9,072,000（增加 3,580,000）完全吻合，內部一致。"
N19,中園,113,"附註二(五)載明『非營利幼兒園未發生虧損之年度』方得提列業務發展準備金，且上限為收入總額之 20%。本學年度提列 3,580,000 元後本期為虧損 (295,085)；以 112 學年度收入合計 19,390,034 元計算，20% 上限為 3,878,007 元，提列數在上限內。提列年度與虧損年度的認定建議人工複核提列申請的核准年度與核准函。"
N19,中園,113,"資產面與負債面準備金金額完全相符（資遣費 363,727／363,727；業務發展 9,072,000／9,072,000），符合附註二(四)(五)之規定，無不符情形。"
N19,中園,113,"『其他收入』2,381,021 與『其他支出』2,381,021 完全相等；『延長照顧服務收入淨額』171,745 與『延長照顧服務支出』171,745 亦完全相等，研判為代收代付／損益兩平之科目，非抄錄錯誤。"
N19,中園,113,附註(六)『核定及實際招收總人數：分別為 128 名及 121 名』為分別陳述（非合併數字），核定 128、實際 121。附註(九)員工人數 18 人（含教保人員 13 人）為 114/7/31 及 113/7/31 兩期共用之陳述。
N19,中園,113,收支餘絀表之『收入』、『支出』兩列為分段標題，無任何金額，未收錄為 lines（僅收錄實際科目與合計列）。
N19,中園,113,頁面身分以印刷頁腳確認：N19-5（資產負債表）、N19-6（本期收支餘絀表 113.8.1~114.7.31）、N19-7（比較期 112.8.1~113.7.31，未採用）、N19-8（淨值變動表）、N19-9（現金流量表）、N19-10（附註一、一般概況）。
N19,中園,113,"自行驗算全部通過：流動資產合計、非流動資產合計、資產總計、負債總額、餘絀總額、負債及餘絀總計、收入合計、支出合計、本期稅前餘絀、各科目執行率（四捨五入至整數）皆相符；現金流量表期末現金 6,875,611 等於資產負債表現金及銀行存款，期初 7,829,100 等於前期數；淨值變動表 114/7/31 餘額（累積 2,168,229、本期 (295,085)、合計 1,873,144）與資產負債表一致。無 1 元差異。"
N19,中園,113,"文件內部不一致（已於原始掃描原解析度確認，非判讀錯誤），建議人工查核：附註五「關係人交易」（印刷頁 p22）僅列一位關係人—財團法人成長文教基金會，關係為「本幼兒園之受託法人」—並揭露本學年度（113.8.1~114.7.31）支付其「行政管理費」203,350 元（比較期 221,908 元）；但收支餘絀表「行政管理費」決算數為 311,956 元，兩者相差 108,606 元，而行政管理費本質上即為支付受託法人之報酬，該 108,606 元無對應之交易對象揭露。同一附註另有兩點可疑：所揭露之當期行政管理費 203,350 元與 114/7/31「其他應付款—財團法人成長文教基金會」餘額 203,350 元完全相同（比較期 221,908 元亦與 113/7/31 應付餘額相同），意味兩個年度皆未實際付款；且「行政管理費」是全表唯一執行率恰為 100%（預算 311,956＝決算 311,956）之科目。建議人工釐清 108,606 元之歸屬，並確認 203,350 元究係交易數或餘額數。"
N19,中園,113,"附註二(五)之提列條件與本期結果存在張力，建議人工查核（屬文件本身之情形，非判讀問題）：附註二(五)（印刷頁 p11）明定「非營利幼兒園未發生虧損之年度，於年度結算後三個月內…報經委託單位或直轄市、縣（市）主管機關同意後，至多提列收入總額之百分之二十為業務發展準備金；並應於同意後一個月內，以專戶或定期存款方式儲存」。本學年度提列 3,580,000 元後，收支餘絀表結果為虧損 (295,085) 元—而該虧損正是此筆提列本身所造成（提列前為餘 3,284,915 元）。金額上限方面並無超限：以 112 學年度收入合計 19,390,034 元計，20% 為 3,878,007 元；以 113 學年度收入合計 20,306,043 元計，20% 為 4,061,208 元，兩種基準下 3,580,000 元皆在上限內。減輕情節：附註三載明「提列之業務發展準備金已報經主管機關同意」，且 9,072,000 元全額以定期存款提存，動支準備金另依附註二(十)/(九)須報經主管機關同意。建議人工調閱提列申請表與核准函，確認核准所依據之學年度及其結算結果。"
N19,中園,113,"附註二(四)明定資遣費準備金「基金數額應與非流動負債數額相符」，附註二(六)明定代管財產「應付代管財產餘額…應與非流動資產項下之代管財產數額相符」；本表四組資產／負債對應數額全部相符（資遣費 363,727、業務發展 9,072,000、代管財產 1,660,708、購置財產 207,893），符合規定。"
N19,中園,113,"附註頁交叉驗證（印刷頁 p14-p24，非指派影像範圍，皆已於原始掃描原解析度確認，全部相符）：附註三現金明細 現金 30,000＋活期存款 6,845,573＋支票存款 38＝6,875,611，等於資產負債表現金及銀行存款；資遣費準備 期初 289,981＋本期提列 73,746＝期末 363,727；業務發展準備 期初 5,492,000＋本期提列 3,580,000＝期末 9,072,000（比較期 3,282,000＋2,210,000＝5,492,000）；附註四賸餘款執行概況 1,875,859＋292,370＋(295,085)＝1,873,144，等於餘絀總額；人事費明細表（p16）合計 預算 13,224,562／決算 11,556,371／差異 (1,668,191) 與收支餘絀表相符，且其各列差異數與執行率逐格重算皆正確；教保費收入明細 家長繳費 1,620,000＋政府學費差額補助 16,120,000＝17,740,000，減項四列 (53,442)＋(5,095)＋(4,952)＋(8,951)＝(72,440)，教保費收入淨額 17,667,560。全報告未發現任何 1 元或 1% 之四捨五入誤差。"
N19,中園,113,"招收人數之外部佐證（收支餘絀表-功能別附表，印刷頁 p24，已於原始掃描原解析度確認）：核准招收人數 128（與附註一(六)核定數相符）、營運月數 12、全期核准招生人數 1,536（＝128×12）、全期招生人數 1,468、招收比率 96%（＝1,468/1,536）。1,468 係人月數，換算平均每月約 122.3 人，略高於附註一(六)所載實際招收總人數 121 名；二者衡量基礎不同（期間平均 vs 陳述總數），屬佐證而非矛盾，但與官方登記資料比對時應知兩個數字並存。該附表亦獨立重現本期結果：17,667,560－營運成本 14,468,362－業務發展費 3,580,000＋利息收入 85,717＝本期稅後餘絀 (295,085)。"
N19,中園,113,"判讀方法與溯源：交付影像僅 1406x1988 且紅色關防壓住 p05/p06/p08/p09 表頭，已依規範以 max-of-RGB 通道分離處理，關防下方無任何本檔採用之數值。另已自來源 PDF（data/raw/資料集/非營利園財報/113學年度/N19中園_113學年度財務報告.pdf，共 38 頁，純掃描無文字圖層）取出內嵌原始掃描影像（3507x2480，約 300dpi，為交付 PNG 的 2.5 倍），逐頁比對確認 p04-p11 即該 PDF 第 4-11 頁（無錯頁、無混檔），本檔所有數字均改自原解析度掃描重新判讀確認。過程中有三處低解析度初判為錯誤並經原解析度更正—p10 受託機構（誤判為「柏翠／心路社會福利基金會」，實為「中園／成長文教基金會」）、p16 人事費預算數（誤判 1,246,096，實為 2,646,096）、p16 代課費及代班費差異數—三者均未進入本檔，本檔無任何數值來自低解析度判讀。"
N20,柏翠,110,本報告資產負債表、附註三(二)各項基金及準備、附表一（收支餘絀表-功能別）均未見「業務發展準備金」（資產）／「業務發展準備」（負債）科目，附表一之「業務發展費」列印為破折號（空白）；reserve_asset／reserve_liability 因此填 null（本表無此科目）。惟財務報表附註二(五)(九)(十)均載有業務發展準備金之提列上限（收入總額之20%）與動支規定，本報告未見對應餘額或提列紀錄，僅照實記錄此一現象，不做合規判斷。
N20,柏翠,110,附註一(六)「核定及實際招收總人數：166名」為合併陳述，未分別列示核定人數與實際招收人數，approved_capacity 與 actual_enrolment 均填166。
N20,柏翠,111,資產負債表本期（112/7/31）與比較期（111/7/31）欄位皆無「業務發展準備金」（資產面）／「業務發展準備」（負債面）科目列示；附註二(五)僅有政策文字說明，無對應金額揭露。與本園110學年度報告相同，本表無此科目。
N20,柏翠,111,附註一(六)「核定及實際招收總人數：166名」為合併陳述，未分別列出核定數與實際數，approved_capacity 與 actual_enrolment 均填166。
N20,柏翠,112,"資產負債表113年7月31日『資遣費準備金』（資產面，非流動資產，230,882元）與『資遣費準備』（負債面，非流動負債，312,600元）不一致，差額81,718元；但附註二(四)明定『以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符』。比較欄112年7月31日兩者均為229,670元，是相符的；即此落差是113年7月31日（本期）新出現的，並非長期存在的結構性狀態。交叉檢核：現金流量表『資遣費準備淨變動』列81,718元、附註三(二)1『資遣費準備』（負債）本期提列82,930元（期初229,670→期末312,600），顯示本期僅約1,212元實際存入專戶、其餘81,718元的提列尚未撥入專戶——三處數字（81,718）彼此一致，但都指向同一件事：負債面提列數與資產面已存入專戶之基金數不符，與附註二(四)之揭露政策矛盾。"
N20,柏翠,112,資產負債表無獨立列示『業務發展準備金』（資產面）或『業務發展準備』（負債面）科目，balance_sheet.reserve_asset / reserve_liability 已填null。此為『本表無此科目』而非抽取遺漏——附註四(一)賸餘款執行概況表亦明文列出『業務發展準備金0元』佐證本學年度確無提列。
N20,柏翠,112,附註一(六)『核定及實際招收總人數：166名』為合併陳述，未分別列出核定與實際招收人數，note_1.approved_capacity與actual_enrolment均填166。
N20,柏翠,112,"附註五揭露之行政管理費（112.8.1~113.7.31：299,060元）與收支餘絀表列示之行政管理費決算數（363,999元）不同，差額64,939元。惟依專案先前語料庫比對，此為普遍模式（47份中45份如此）：附註五揭露數實為『年末應付受託法人餘額』而非全年費用，非報表矛盾。本報告中299,060元同時等於附註五『其他應付款』113年7月31日餘額，兩者本身相符，故不視為異常，僅供留意。"
N20,柏翠,112,note_3（三、重要會計項目說明(四)7其他收入及其他支出）僅以『收入／支出／淨額』三欄表格呈現，未見額外文字說明是否總額入帳；note_3.recorded_gross=true係依表格版面（收入與支出分別列示、未見淨額相抵）推斷，並非引自明文敘述句，供後續判讀留意其推論性質。
N20,柏翠,113,本表無「業務發展準備金」（資產面）與「業務發展準備」（負債面）科目，收支餘絀表亦無「業務發展費」科目，故 reserve_asset / reserve_liability 填 null（係本表無此列，非漏抄）。附註二(五)確有業務發展準備金之會計政策說明，但本學年度未見提列。
N20,柏翠,113,"文件本身不一致（非我判讀錯誤）：附註二(五之前)之(四)資遣費準備金明訂「以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符」。本期欄 114/7/31 兩者相符（均 397,250），但比較期欄 113/7/31 資產面「資遣費準備金」230,882 與負債面「資遣費準備」312,600 相差 81,718，與該報告自身附註之規定矛盾。已以 3.6~4 倍放大裁切逐字確認兩數字；且該欄非流動資產合計 4,282,891 與非流動負債合計 4,364,609 分別與各自明細加總吻合，故為報表自身之不一致。本次僅取本期欄，此點供人工參考。"
N20,柏翠,113,收支餘絀表之「收入合計」、「支出合計」、「本期稅前餘絀」、「所得稅費用」、「本期稅後餘絀」各列，執行率(%)欄表上未印（空白），故填 null。
N20,柏翠,113,"「教保費收入減項」、「延長照顧服務收入淨額」、「利息收入」、「其他收入」、「延長照顧服務支出」、「其他支出」之預算數欄為破折號，屬未編列預算，依規範填 null（非 0）。其中「其他支出」決算數 3,881,661 全數未編列預算，且與「其他收入」3,881,661 完全同額（疑為代收代付性質之流入流出），為稽查可注意之處。"
N20,柏翠,113,「所得稅費用」預算數、決算數、差異數三欄均為破折號，故三值皆填 null。
N20,柏翠,113,紅色關防壓住 p05~p09 表頭，已依規範以 max-of-RGB 色彩通道分離讀取，表頭與期間文字皆清楚可辨，無不可辨識項目。
N20,柏翠,113,附註(六)以「核定及實際招收總人數：156 名及 155 名」分別載明兩個數字（非合併陳述），故 approved_capacity=156、actual_enrolment=155。
N20,柏翠,113,附註三(二)各項基金及準備僅列「1.資遣費準備」一項，未見「業務發展準備金」子項；113學年度亦無提列該準備金或專戶餘額之揭露，且附註四(二)明白列出「業務發展準備金0元」作為腾餘款計算式的一項。延續本園110~112三個學年度全套財報皆無「業務發展準備金／業務發展準備」與「業務發展費」科目之情形，113學年度為連續第四個學年度如此。
N21,文創,110,"資產負債表111年7月31日（本期）欄：資遣費準備金（資產面，非流動資產）$47,190，與資遣費準備（負債面，非流動負債）$49,824，兩者不符，相差$2,634。附註二(四)明定「基金數額應與非流動負債數額相符」。現金流量表另列營業活動調整項目「資遣費準備淨變動 $2,634」，附註三(二)1.資遣費準備之期初/本期提列/本期支付/期末餘額分列亦顯示負債面期末餘額為$49,824，資產面（依非營利幼兒園實施辦法提撥）期末餘額另列為$47,190，可見兩者分屬不同計算基礎並非單純謄寫錯誤；惟兩數字本身確實不相等，已放大兩次比對確認金額無誤。比較欄（110年7月31日）兩者皆為$75,721，相符。"
N21,文創,110,附註二(十)3(2)材料費、(十)5(2)維護費及修繕購置費、(十)8教保費呆帳條款三處『細項經費X有不足』之X字，本報告皆印刷為「倘」（イ部，如「倘因不可歸責」之倘），三處寫法一致，未見「尚」字（小部）。已逐字放大比對確認（並排除鄰字「費」筆畫干擾）。
N21,文創,110,形近字判讀更正：先前判本報告印刷之「餘絀」為「餘紐」（糸＋丑）。經全庫重驗，該字為「絀」（糸＋出）——同語料庫 N24 佳林 110 以 8–14 倍放大與字型範本比對亦得此結論，且「餘紐」非會計用語。本份原文（含 income_statement 科目名稱）已一併更正為「絀」。
N21,文創,110,形近字判讀更正：先前依「左側偏旁為月、非貝」判為「膡」，此判準無效——「賸」字形為朕＋貝（月＋关＋貝），左偏旁本即為「月」、「貝」在右側，以左側偏旁無法分辨「賸」與「膡」。已在 N24 佳林 110 p13 與 N33 淡海 113 p14 以 12 倍放大重驗，該字右下具「貝」之分叉兩腳（「膡」為月＋朕，會有兩個月且無貝）；所引法源非營利幼兒園實施辦法第三十四條用字亦為「賸餘款」。本份原文已更正為「賸」。
N21,文創,112,"現金流量表兩個比較年度的投資活動之淨現金流入均列示為「-」（無資金流動），但資產負債表非流動資產之業務發展準備金本期由5,190,660增至7,682,438（+2,491,778，恰等於當期業務發展費決算數），資遣費準備金由90,127增至134,107（+43,980，恰等於當期資遣費決算數）；現金流量表營業活動調整項目中「資遣費準備淨變動」亦列示為「-」，完全未反映此增加。兩項準備金資產本期合計增加2,535,758元，但現金流量表全文找不到對應的資金流出記錄。財務報表附註二(四)(五)明定資遣費準備金與業務發展準備金應「以專戶或定期存款方式儲存」；若確有實際提存，現金流量表理應顯示對應的資金移動（例如列為投資活動流出），目前的呈現方式讓人無法從現金流量表驗證是否真正已存入專戶，抑或僅為帳列分類調整。"
N21,文創,112,"查核附表（第35頁，查核項目71）勾選「非營利幼兒園與關係人間無交易事項」為符合（是），但財務報表附註五明確揭露與受託法人財團法人三之三生命教育基金會之行政管理費關係人交易（229,200元，年末應付餘額亦229,200元）。兩份文件字面矛盾；不排除查核表此題的「關係人交易」定義排除委辦契約本身的行政管理費（因其為主要業務關係而非額外關聯方交易），但建議人工複核此題填寫是否為制式勾選未更新。"
N21,文創,112,附註二(十一)原文編號本身有誤：「2. 契約期間居滿未申請繼續辦理...」下轄兩個子項均印為「(1)」（第二項依邏輯應為「(2)」）。已依原文逐字照抄、未自行更正，供對照原始PDF第14頁。
N21,文創,112,形近字判讀更正：先前依「左側偏旁為月、非貝」判為「膡」，此判準無效——「賸」字形為朕＋貝（月＋关＋貝），左偏旁本即為「月」、「貝」在右側，以左側偏旁無法分辨「賸」與「膡」。已在 N24 佳林 110 p13 與 N33 淡海 113 p14 以 12 倍放大重驗，該字右下具「貝」之分叉兩腳（「膡」為月＋朕，會有兩個月且無貝）；所引法源非營利幼兒園實施辦法第三十四條用字亦為「賸餘款」。本份原文已更正為「賸」。 形近字判讀更正：先前判本報告印刷之「餘絀」為「餘紐」（糸＋丑）。經全庫重驗，該字為「絀」（糸＋出）——同語料庫 N24 佳林 110 以 8–14 倍放大與字型範本比對亦得此結論，且「餘紐」非會計用語。本份原文（含 income_statement 科目名稱）已一併更正為「絀」。 本份先前記載之「110 與 111 學年度轉錄不一致，可能其中一份 OCR 有誤」，成因即為此判準錯誤，兩份現已統一為「賸」。
N21,文創,112,附表五「到園檢查表」註記112學年度該園未執行到園檢查，非本次抽取科目異常但供稽查排序參考。
N21,文創,112,"查核附表項目66虧損補充說明文件自述：112學年度稅後虧損(552,072)元，主要係提列業務發展費2,491,778元所致，該園未提列業務發展費前之結餘為正1,939,706元，即本期帳面虧損是準備金提列的會計處理造成，非實際收支惡化（此為文件自述內容，非抽取矛盾，供分析參考）。"
N21,文創,112,資產負債表非流動資產與非流動負債兩側的資遣費準備金/準備、業務發展準備金/準備、代管財產/應付代管財產、購置財產/應付購置財產四組數字本期與上期均完全相符，未發現guide中提及的中園類型資產面/負債面不一致情形。
N21,文創,113,"【稽查發現】業務發展費決算數 2,383,133 元完全未編列預算（預算欄為破折號＝空白，已填 null 非 0），佔支出合計 13,684,798 元的 17.4%，為本期單一最大未編列預算支出。同期人事費執行率僅 83%（決算 6,659,960 元較預算 8,063,442 元少支 1,403,482 元），為最大預算未執行項目；建議人工核對未支用之人事費是否轉為業務發展準備。"
N21,文創,113,"【稽查發現】公共事務管理費編列預算 120,000 元，決算數為破折號（空白，填 null 非 0），全年完全未執行，差異數印為 (120,000)、執行率印為破折號。"
N21,文創,113,"【文件內部一致】業務發展準備（負債面）自 113/7/31 之 7,682,438 元增至 114/7/31 之 10,065,571 元，增加數 2,383,133 元與收支餘絀表業務發展費決算數完全相符。資產面業務發展準備金與負債面業務發展準備同為 10,065,571 元、資遣費準備金／資遣費準備同為 179,105 元、代管財產／應付代管財產同為 795,634 元、購置財產／應付購置財產同為 189,559 元，四組兩面完全相符，與附註二(四)(五)(六) 所述『基金數額應與非流動負債數額相符』一致，無矛盾。"
N21,文創,113,"業務發展費提列數 2,383,133 元相當於收入合計 14,142,103 元之 16.85%，未超過附註二(五) 所述『至多提列收入總額百分之二十』上限（2,828,420 元）；惟若以教保費收入淨額 11,948,984 元為基礎，20% 上限為 2,389,797 元，提列數僅低於上限 6,664 元，提列基礎為何建議人工確認。"
